,location,total_sqft,bath,price,bhk,price_per_sqft
2959,Rajaji Nagar,2849.0,5.0,300.0,5,10530.01053001053
2960,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2961,Somasundara Palya,1570.0,3.0,68.0,3,4331.210191082802
2963,7th Phase JP Nagar,1575.0,2.0,110.0,3,6984.126984126984
2964,Thigalarapalya,1418.0,2.0,104.0,2,7334.273624823695
2965,Uttarahalli,1050.0,2.0,42.0,2,4000.0
2966,Hennur Road,1065.0,2.0,42.6,2,4000.0
2968,Yelahanka New Town,1610.0,3.0,92.0,3,5714.285714285715
2969,Electronic City Phase II,1160.0,2.0,33.5,2,2887.9310344827586
2970,Kudlu,1092.0,2.0,44.0,2,4029.3040293040294
2971,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
2972,Yelahanka,1455.0,3.0,61.5,3,4226.80412371134
2973,Abbigere,734.0,1.0,19.82,1,2700.272479564033
2975,Whitefield,1896.0,3.0,75.0,3,3955.6962025316457
2977,Bellandur,1350.0,2.0,79.0,2,5851.851851851852
2978,other,1355.0,3.0,61.0,3,4501.845018450184
2979,Electronic City,1128.0,2.0,65.0,2,5762.41134751773
2980,other,1350.0,2.0,90.0,2,6666.666666666667
2981,Cunningham Road,3875.0,3.0,864.0,3,22296.774193548386
2982,Kasavanhalli,1493.0,3.0,82.0,3,5492.297387809779
2983,8th Phase JP Nagar,1098.0,2.0,43.91,2,3999.089253187614
2984,Banashankari,1900.0,2.0,170.0,3,8947.368421052632
2985,other,1460.0,3.0,88.0,3,6027.397260273972
2986,Frazer Town,2350.0,4.0,285.0,3,12127.659574468085
2989,Yelahanka,1180.0,2.0,42.0,2,3559.322033898305
2990,Kanakpura Road,1366.0,3.0,76.85,2,5625.915080527086
2991,other,1685.0,3.0,95.0,3,5637.982195845697
2992,Koramangala,1260.0,2.0,100.0,2,7936.507936507936
2993,Whitefield,3010.0,3.0,200.0,3,6644.518272425249
2996,Whitefield,1346.0,2.0,96.17,2,7144.873699851411
2997,Chandapura,630.0,1.0,13.86,1,2200.0
2999,7th Phase JP Nagar,1850.0,3.0,140.0,3,7567.5675675675675
3001,Electronic City,755.0,1.0,34.0,2,4503.311258278146
3003,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
3004,Whitefield,3850.0,5.0,316.0,3,8207.792207792209
3005,Hebbal,4235.0,4.0,365.0,4,8618.654073199528
3006,other,800.0,1.0,52.0,1,6500.0
3009,Thanisandra,2002.0,3.0,112.0,3,5594.4055944055945
3010,other,4000.0,5.0,280.0,4,7000.0
3011,Kaval Byrasandra,1060.0,2.0,45.0,2,4245.2830188679245
3012,Kanakpura Road,1419.59,2.0,59.0,3,4156.129586711656
3013,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2,4276.755852842809
3015,Electronics City Phase 1,1595.0,3.0,75.0,3,4702.194357366771
3018,Frazer Town,1550.0,2.0,140.0,2,9032.258064516129
3019,ISRO Layout,1180.0,2.0,52.0,2,4406.779661016949
3020,Electronic City,4000.0,5.0,150.0,4,3750.0
3021,Akshaya Nagar,1662.0,3.0,85.0,3,5114.320096269555
3022,Hennur,1285.0,2.0,60.0,2,4669.260700389105
3024,Ambedkar Nagar,1862.0,3.0,119.0,3,6390.977443609023
3025,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2,3382.663847780127
3027,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3,4000.0
3029,Thanisandra,1634.0,3.0,78.0,3,4773.561811505508
3032,other,1100.0,2.0,53.0,2,4818.181818181818
3033,Yelahanka,1616.0,3.0,65.0,3,4022.2772277227723
3034,Nagavarapalya,1392.0,2.0,99.0,2,7112.068965517241
3035,Jakkur,1798.0,3.0,120.0,3,6674.082313681869
3036,Babusapalaya,1675.0,3.0,75.0,3,4477.611940298508
3037,other,792.0,2.0,70.0,2,8838.38383838384
3038,other,2000.0,4.0,103.0,5,5150.0
3040,Hebbal,1700.0,3.0,124.0,3,7294.117647058823
3041,Hulimavu,1248.0,2.0,69.0,2,5528.846153846154
3042,other,1147.0,2.0,54.0,2,4707.933740191805
3044,Vijayanagar,1527.0,3.0,115.0,3,7531.106745252128
3045,other,2400.0,5.0,235.0,5,9791.666666666666
3046,Kanakpura Road,525.0,1.0,25.0,1,4761.9047619047615
3047,Kaggadasapura,1100.0,2.0,58.0,2,5272.727272727273
3049,Kanakapura,1476.0,3.0,75.0,3,5081.30081300813
3050,other,2100.0,3.0,75.0,3,3571.4285714285716
3052,Ambalipura,1332.0,2.0,79.0,2,5930.930930930931
3055,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
3056,NGR Layout,1105.0,2.0,49.73,2,4500.4524886877825
3058,Kasavanhalli,1200.0,2.0,50.0,2,4166.666666666667
3059,Ramagondanahalli,1251.0,2.0,47.4,2,3788.968824940048
3060,Kambipura,883.0,2.0,45.0,2,5096.262740656852
3061,Pai Layout,1400.0,2.0,67.0,3,4785.714285714285
3062,Rajaji Nagar,1800.0,3.0,260.0,3,14444.444444444445
3063,Hegde Nagar,1703.0,3.0,113.0,3,6635.3493834409865
3064,NRI Layout,2500.0,5.0,130.0,5,5200.0
3065,Varthur,1250.0,3.0,71.0,3,5680.0
3066,Jigani,933.0,2.0,43.0,2,4608.788853161844
3067,other,461.82,1.0,31.7,1,6864.146204148803
3068,Brookefield,1262.0,2.0,75.0,2,5942.947702060222
3069,Yelahanka,915.0,2.0,48.0,2,5245.901639344263
3071,Malleshpalya,1210.0,2.0,55.0,2,4545.454545454545
3072,Kodihalli,2392.0,4.0,260.0,3,10869.565217391304
3073,other,1500.0,2.0,85.0,3,5666.666666666667
3074,other,1065.0,2.0,50.0,2,4694.835680751174
3076,Ramamurthy Nagar,1515.0,3.0,65.0,3,4290.42904290429
3079,Uttarahalli,1300.0,2.0,55.0,3,4230.7692307692305
3081,Jakkur,1300.0,2.0,85.0,2,6538.461538461538
3082,Chandapura,1185.0,2.0,30.22,3,2550.2109704641352
3084,Marathahalli,1045.0,2.0,60.0,2,5741.626794258374
3085,other,1205.0,2.0,42.18,2,3500.414937759336
3086,other,1260.0,2.0,75.0,2,5952.380952380952
3088,Ulsoor,1500.0,2.0,125.0,3,8333.333333333334
3090,other,1199.0,2.0,50.0,2,4170.141784820684
3091,Hennur Road,1385.0,2.0,83.09,2,5999.27797833935
3094,Sarjapur  Road,2180.0,3.0,170.0,3,7798.165137614679
3098,Hulimavu,1818.0,3.0,135.0,3,7425.742574257426
3100,Rajaji Nagar,1640.0,3.0,241.0,3,14695.121951219513
3104,Nagavara,2430.0,4.0,180.0,3,7407.407407407408
3106,Sarjapur  Road,1084.0,2.0,55.0,2,5073.8007380073805
3108,Kengeri,1255.0,2.0,50.0,2,3984.06374501992
3109,Haralur Road,3400.0,5.0,240.0,4,7058.823529411765
3110,Hosa Road,1541.0,3.0,69.84,3,4532.121998702141
3111,Iblur Village,3596.0,5.0,282.0,4,7842.046718576195
3112,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2,5405.405405405405
3114,other,2820.0,3.0,285.0,3,10106.382978723404
3116,Electronic City,1100.0,2.0,40.0,2,3636.3636363636365
3118,Rajaji Nagar,1370.0,2.0,170.0,2,12408.759124087592
3120,JP Nagar,1200.0,2.0,62.0,2,5166.666666666667
3121,Gunjur,2000.0,3.0,95.0,4,4750.0
3126,other,1950.0,3.0,130.0,3,6666.666666666667
3128,Dasanapura,1286.0,3.0,61.44,3,4777.604976671851
3129,Begur Road,1160.0,2.0,42.0,2,3620.689655172414
3130,Jigani,918.0,2.0,55.0,2,5991.285403050109
3131,Electronic City,1563.0,3.0,91.84,3,5875.879718490083
3132,other,1326.0,2.0,62.17,2,4688.536953242836
3133,other,1350.0,2.0,140.0,3,10370.37037037037
3134,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
3135,Begur Road,1240.0,2.0,39.06,2,3150.0
3136,Kaggadasapura,1325.0,2.0,50.0,2,3773.5849056603774
3137,Sonnenahalli,1100.0,2.0,44.0,2,4000.0
3138,Cunningham Road,3875.0,3.0,800.0,3,20645.16129032258
3142,Hoodi,1553.0,3.0,83.09,3,5350.289761751449
3143,Whitefield,1280.0,2.0,52.0,2,4062.5
3146,Murugeshpalya,1550.0,3.0,74.0,3,4774.193548387097
3147,Electronics City Phase 1,1515.0,2.0,80.91,3,5340.59405940594
3148,Hosa Road,1332.0,2.0,86.12,3,6465.465465465465
3149,Electronic City,1652.0,3.0,70.0,3,4237.28813559322
3150,Hegde Nagar,1570.0,3.0,105.0,3,6687.898089171975
3152,Sector 2 HSR Layout,794.0,1.0,60.0,1,7556.675062972292
3153,Seegehalli,1200.0,2.0,62.0,3,5166.666666666667
3158,HRBR Layout,2800.0,3.0,250.0,3,8928.57142857143
3159,Sarjapur  Road,1750.0,3.0,110.0,3,6285.714285714285
3163,other,4051.0,4.0,345.0,4,8516.415699827203
3167,Malleshpalya,1900.0,3.0,60.0,3,3157.8947368421054
3169,Green Glen Layout,3250.0,4.0,230.0,4,7076.923076923077
3170,Hormavu,1351.0,2.0,53.0,1,3923.019985196151
3173,Gunjur,1140.0,2.0,49.11,2,4307.894736842105
3174,Jakkur,3181.0,4.0,260.5,4,8189.248663942157
3175,Uttarahalli,1250.0,2.0,55.0,3,4400.0
3177,Ambedkar Nagar,1424.0,2.0,90.0,2,6320.224719101124
3178,Garudachar Palya,1320.0,2.0,60.6,3,4590.909090909091
3179,Akshaya Nagar,1662.0,3.0,85.5,3,5144.404332129964
3181,Begur Road,1200.0,2.0,45.0,2,3750.0
3182,Koramangala,1975.0,3.0,210.0,3,10632.911392405063
3183,Garudachar Palya,1295.0,2.0,59.5,3,4594.594594594595
3184,Battarahalli,1777.0,3.0,100.0,3,5627.462014631401
3185,Kadugodi,1900.0,3.0,108.0,3,5684.210526315789
3186,Anandapura,1576.0,3.0,59.1,3,3750.0
3188,other,2100.0,3.0,170.0,3,8095.238095238095
3189,Raja Rajeshwari Nagar,648.0,1.0,31.75,1,4899.691358024691
3194,Vittasandra,1259.0,2.0,67.4,2,5353.455123113583
3195,Gottigere,2000.0,4.0,82.0,4,4100.0
3196,8th Phase JP Nagar,1800.0,3.0,80.0,3,4444.444444444444
3197,other,1991.0,3.0,160.0,3,8036.162732295329
3198,Bannerghatta,1665.0,3.0,110.0,3,6606.606606606607
3199,other,1234.0,2.0,61.0,2,4943.273905996759
3200,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
3202,Electronics City Phase 1,995.0,2.0,46.0,2,4623.115577889447
3203,Old Airport Road,1075.0,2.0,60.0,2,5581.395348837209
3204,Electronic City,1025.0,2.0,54.5,2,5317.073170731707
3206,Thanisandra,2000.0,3.0,99.0,3,4950.0
3207,Whitefield,2500.0,4.0,155.0,4,6200.0
3208,Mallasandra,1325.0,2.0,70.0,2,5283.018867924528
3209,Kadugodi,1314.0,2.0,68.2,2,5190.258751902587
3210,Kanakpura Road,2265.0,3.0,136.0,3,6004.415011037528
3212,Yelahanka,1026.0,2.0,41.0,2,3996.101364522417
3213,other,1200.0,3.0,66.0,3,5500.0
3214,other,2220.0,4.0,65.0,3,2927.927927927928
3215,KR Puram,1192.5,2.0,51.22,2,4295.17819706499
3216,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
3217,Sarjapur  Road,1888.0,4.0,95.0,3,5031.779661016949
3218,JP Nagar,1300.0,2.0,90.87,2,6990.0
3220,other,3000.0,4.0,342.0,4,11400.0
3221,Begur,1559.0,3.0,63.0,3,4041.0519563822963
3222,Harlur,1290.0,2.0,87.0,2,6744.186046511628
3223,other,2400.0,6.0,245.0,6,10208.333333333334
3224,Whitefield,905.0,1.0,55.0,1,6077.348066298343
3225,other,1069.0,2.0,55.0,2,5144.9953227315245
3227,Koramangala,1900.0,2.0,200.0,2,10526.315789473685
3230,Channasandra,1115.0,2.0,33.45,2,3000.0000000000005
3231,Rajaji Nagar,2409.0,3.0,360.0,3,14943.960149439601
3232,Ambedkar Nagar,2150.0,4.0,125.0,3,5813.953488372093
3233,Marathahalli,1305.0,2.0,69.0,3,5287.35632183908
3234,Kanakpura Road,1252.0,2.0,56.32,2,4498.402555910543
3235,Hosakerehalli,2400.0,5.0,250.0,5,10416.666666666666
3236,Whitefield,1200.0,2.0,46.13,2,3844.1666666666665
3237,Koramangala,1750.0,3.0,130.0,3,7428.571428571428
3239,other,1375.0,2.0,105.0,2,7636.363636363636
3240,Subramanyapura,1313.0,2.0,66.5,2,5064.737242955065
3242,other,1693.0,3.0,108.0,3,6379.208505611341
3243,other,1160.0,2.0,41.75,2,3599.137931034483
3245,Subramanyapura,1255.0,2.0,79.0,3,6294.820717131474
3247,other,900.0,2.0,45.0,2,5000.0
3248,Yelahanka New Town,1700.0,3.0,90.0,3,5294.117647058823
3249,Indira Nagar,1875.0,3.0,180.0,3,9600.0
3250,Uttarahalli,1700.0,3.0,88.0,3,5176.470588235294
3251,Harlur,1749.0,3.0,115.0,3,6575.18582046884
3253,other,1175.0,2.0,48.0,2,4085.1063829787236
3254,Akshaya Nagar,1280.0,2.0,60.0,2,4687.5
3255,other,1200.0,2.0,50.0,2,4166.666666666667
3256,Ramagondanahalli,1610.0,2.0,115.0,3,7142.857142857143
3257,Electronic City,1070.0,2.0,46.0,2,4299.065420560748
3258,TC Palaya,1200.0,2.0,66.0,2,5500.0
3259,9th Phase JP Nagar,1127.0,2.0,50.0,2,4436.557231588287
3260,Indira Nagar,1210.0,2.0,102.0,2,8429.752066115703
3263,other,1364.0,2.0,70.0,2,5131.964809384164
3264,Whitefield,2268.0,3.0,146.0,4,6437.389770723104
3265,other,1150.0,2.0,77.5,3,6739.130434782609
3268,other,1110.0,2.0,41.0,2,3693.6936936936936
3269,Kengeri,750.0,2.0,36.0,2,4800.0
3270,other,1156.0,2.0,49.5,2,4282.006920415225
3271,Pattandur Agrahara,1247.0,2.0,59.8,2,4795.50922213312
3272,other,1058.0,2.0,60.0,2,5671.077504725898
3273,Kaggalipura,950.0,2.0,48.0,2,5052.631578947368
3276,Vijayanagar,1520.0,2.0,103.0,3,6776.315789473684
3277,Marathahalli,1215.0,2.0,58.86,2,4844.444444444444
3278,other,900.0,1.0,30.0,1,3333.3333333333335
3279,Hennur Road,2350.0,3.0,174.0,3,7404.255319148936
3280,Thanisandra,1050.0,2.0,46.0,2,4380.952380952381
3281,other,1672.0,3.0,150.0,3,8971.291866028709
3282,Laggere,2800.0,5.0,125.0,5,4464.285714285715
3283,other,1500.0,2.0,65.0,3,4333.333333333333
3284,other,1400.0,2.0,65.0,2,4642.857142857143
3286,8th Phase JP Nagar,2700.0,4.0,130.0,4,4814.814814814815
3287,Bommasandra,920.0,2.0,37.46,2,4071.7391304347825
3288,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
3289,other,1250.0,3.0,139.0,3,11120.0
3290,Hosakerehalli,1817.0,4.0,153.0,3,8420.473307649972
3292,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
3294,Haralur Road,1464.0,2.0,56.0,2,3825.136612021858
3295,other,1468.0,3.0,130.0,2,8855.58583106267
3296,Electronics City Phase 1,1555.0,2.0,82.0,3,5273.311897106109
3298,Whitefield,1150.0,2.0,55.0,2,4782.608695652174
3300,Banashankari,2500.0,4.0,95.0,4,3800.0
3301,other,1166.0,2.0,53.0,2,4545.454545454545
3303,Electronic City,1350.0,3.0,58.0,3,4296.2962962962965
3304,other,900.0,2.0,46.0,2,5111.111111111111
3307,Kodichikkanahalli,1495.0,2.0,75.0,3,5016.722408026756
3308,Indira Nagar,1224.0,2.0,105.0,2,8578.43137254902
3309,Banashankari Stage III,1350.0,2.0,68.0,3,5037.037037037037
3310,Green Glen Layout,940.0,2.0,56.8,2,6042.553191489362
3311,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2,5000.0
3312,Kaikondrahalli,1300.0,2.0,61.0,2,4692.307692307692
3313,other,1480.0,2.0,145.0,3,9797.297297297297
3315,Sarjapur  Road,2600.0,3.0,200.0,3,7692.307692307692
3316,Yelahanka,1517.0,3.0,76.3,3,5029.663810151615
3317,Horamavu Banaswadi,3800.0,8.0,200.0,6,5263.1578947368425
3318,Jalahalli,1615.0,3.0,89.75,3,5557.275541795666
3319,other,1500.0,3.0,65.0,3,4333.333333333333
3321,Marathahalli,1365.0,2.0,73.0,2,5347.985347985348
3323,CV Raman Nagar,1392.0,2.0,98.0,2,7040.229885057472
3325,Hennur Road,1586.0,3.0,93.94,3,5923.076923076923
3326,Hennur,1100.0,2.0,60.0,2,5454.545454545455
3327,Electronic City Phase II,1065.0,2.0,30.75,2,2887.323943661972
3329,7th Phase JP Nagar,1575.0,2.0,120.0,3,7619.047619047619
3330,Hennur Road,1975.0,3.0,123.0,3,6227.848101265823
3332,Gubbalala,1745.0,3.0,110.0,3,6303.7249283667625
3333,Nagarbhavi,1223.0,2.0,60.0,2,4905.968928863451
3335,Basaveshwara Nagar,1200.0,2.0,90.0,2,7500.0
3337,Bharathi Nagar,1351.0,2.0,70.0,2,5181.347150259067
3338,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
3339,Sector 7 HSR Layout,3900.0,3.0,300.0,3,7692.307692307692
3340,Thanisandra,1588.0,3.0,75.55,3,4757.556675062972
3341,Amruthahalli,900.0,2.0,60.0,2,6666.666666666667
3343,Harlur,3385.0,4.0,260.0,4,7680.945347119646
3344,Panathur,1370.0,2.0,75.0,3,5474.4525547445255
3345,Whitefield,1500.0,3.0,71.8,3,4786.666666666667
3346,other,2280.0,3.0,285.0,3,12500.0
3349,other,2000.0,3.0,200.0,3,10000.0
3350,Balagere,1020.07,2.0,68.38,2,6703.461527150097
3352,other,1460.0,2.0,73.0,3,5000.0
3354,Sarjapur  Road,5965.0,5.0,385.0,5,6454.316848281643
3355,Babusapalaya,1141.0,2.0,46.0,2,4031.5512708150745
3356,Yelahanka,2912.5,6.0,125.5,4,4309.01287553648
3357,Doddaballapur,4200.0,4.0,325.0,4,7738.0952380952385
3359,Kanakapura,1295.0,2.0,64.0,2,4942.084942084942
3360,Haralur Road,1230.0,2.0,78.0,2,6341.463414634146
3361,other,1080.0,2.0,75.0,3,6944.444444444444
3362,Kaggalipura,1000.0,2.0,60.0,2,6000.0
3364,Whitefield,630.5,1.0,32.79,1,5200.634417129262
3365,Rayasandra,1708.0,3.0,75.0,3,4391.100702576113
3366,Thanisandra,1697.0,3.0,115.0,3,6776.664702416028
3367,Whitefield,3537.0,5.0,210.0,4,5937.234944868533
3368,Hosa Road,615.0,1.0,28.29,1,4600.0
3369,Banashankari,1350.0,2.0,83.0,3,6148.148148148148
3372,Gottigere,1460.0,2.0,65.0,3,4452.054794520548
3374,Bommasandra,1035.0,2.0,41.43,2,4002.8985507246375
3375,other,2400.0,2.0,150.0,3,6250.0
3376,Hosur Road,460.0,1.0,21.0,1,4565.217391304348
3378,Whitefield,1285.0,2.0,55.9,2,4350.194552529183
3380,Sarjapur,1200.0,3.0,78.0,3,6500.0
3382,Hegde Nagar,1801.0,3.0,140.0,3,7773.459189339256
3383,Whitefield,1697.0,3.0,115.0,3,6776.664702416028
3384,AECS Layout,1199.0,2.0,65.0,2,5421.184320266889
3386,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
3387,Marathahalli,3800.0,4.0,205.0,4,5394.736842105263
3389,other,1125.0,2.0,75.0,2,6666.666666666667
3390,Anandapura,1200.0,2.0,67.0,2,5583.333333333333
3392,Nagarbhavi,956.0,2.0,49.0,2,5125.523012552301
3393,Sarjapur,1000.0,2.0,30.0,2,3000.0
3394,other,1596.0,3.0,95.0,3,5952.380952380952
3398,other,1639.0,3.0,123.0,3,7504.5759609518
3399,Electronic City Phase II,1219.0,2.0,61.25,2,5024.610336341263
3400,Uttarahalli,1200.0,3.0,50.0,3,4166.666666666667
3401,Bannerghatta Road,1218.0,2.0,73.0,2,5993.431855500821
3403,Yeshwanthpur,2559.0,3.0,141.0,3,5509.964830011723
3406,Kothannur,1270.0,3.0,45.0,3,3543.3070866141734
3407,Ramagondanahalli,920.0,2.0,65.0,2,7065.217391304348
3408,Dommasandra,2700.0,3.0,68.0,4,2518.5185185185187
3409,other,1740.0,3.0,199.0,3,11436.781609195403
3412,other,1372.0,2.0,90.0,3,6559.766763848396
3413,Nehru Nagar,2363.0,5.0,120.0,4,5078.290308929327
3414,Marathahalli,3895.0,4.0,220.0,4,5648.267008985879
3415,Jakkur,1950.0,3.0,131.0,3,6717.948717948718
3420,Kanakpura Road,1339.0,2.0,62.0,2,4630.321135175504
3422,Uttarahalli,1085.0,2.0,43.0,2,3963.1336405529955
3425,other,6200.0,5.0,720.0,5,11612.90322580645
3427,other,1650.0,4.0,99.0,4,6000.0
3428,Bellandur,1286.0,2.0,57.0,2,4432.348367029549
3429,other,925.0,2.0,63.0,2,6810.810810810811
3430,Bellandur,3016.0,4.0,230.0,4,7625.994694960213
3431,Haralur Road,1000.0,2.0,44.0,2,4400.0
3433,other,1200.0,3.0,95.0,4,7916.666666666667
3434,Lakshminarayana Pura,1336.0,2.0,100.0,2,7485.029940119761
3435,Yeshwanthpur,673.0,1.0,36.85,1,5475.482912332838
3436,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
3438,Malleshwaram,1600.0,3.0,160.0,3,10000.0
3439,other,1200.0,2.0,79.0,2,6583.333333333333
3441,other,2500.0,3.0,270.0,3,10800.0
3442,Devanahalli,2400.0,5.0,100.0,5,4166.666666666667
3443,Sector 2 HSR Layout,1143.0,2.0,65.0,2,5686.789151356081
3444,Kanakpura Road,1470.0,2.0,61.74,2,4200.0
3445,other,1584.0,3.0,145.0,4,9154.040404040405
3446,Marathahalli,1785.0,3.0,94.0,3,5266.106442577031
3447,Koramangala,2292.0,3.0,286.0,3,12478.184991273996
3448,Kothanur,1460.0,3.0,71.0,3,4863.013698630137
3449,Kasturi Nagar,1500.0,2.0,80.0,3,5333.333333333333
3451,Sanjay nagar,3300.0,3.0,250.0,5,7575.757575757576
3452,Chikkalasandra,1230.0,2.0,48.0,2,3902.439024390244
3453,Yelahanka New Town,650.0,1.0,20.0,1,3076.923076923077
3456,other,1570.0,3.0,115.0,3,7324.84076433121
3457,other,3000.0,3.0,400.0,3,13333.333333333334
3458,Mallasandra,1665.0,3.0,86.91,3,5219.81981981982
3461,Ramamurthy Nagar,1100.0,2.0,68.0,2,6181.818181818182
3462,Kathriguppe,1350.0,2.0,87.01,3,6445.185185185185
3463,Kasavanhalli,1719.0,3.0,116.0,3,6748.109365910413
3464,Budigere,664.0,1.0,35.0,1,5271.084337349397
3465,Sonnenahalli,1011.0,2.0,50.53,2,4998.021760633037
3466,other,2400.0,6.0,130.0,6,5416.666666666667
3467,other,1680.0,3.0,85.0,3,5059.523809523809
3468,Yeshwanthpur,717.0,2.0,49.475,2,6900.278940027894
3471,Uttarahalli,1350.0,2.0,53.0,3,3925.925925925926
3474,Hennur,1231.0,2.0,48.0,2,3899.268887083672
3476,Munnekollal,1560.0,3.0,75.0,3,4807.692307692308
3477,other,1464.0,2.0,56.0,2,3825.136612021858
3478,Kanakpura Road,2200.0,3.0,130.0,3,5909.090909090909
3480,other,1750.0,3.0,180.0,3,10285.714285714286
3481,1st Phase JP Nagar,2024.0,3.0,157.0,3,7756.916996047431
3482,other,1500.0,1.0,160.0,2,10666.666666666666
3483,other,2100.0,6.0,275.0,6,13095.238095238095
3484,Kodihalli,2408.0,4.0,260.0,3,10797.34219269103
3485,Devanahalli,1080.0,2.0,44.0,2,4074.074074074074
3486,Indira Nagar,2070.0,3.0,225.0,3,10869.565217391304
3487,Electronic City,1020.0,2.0,29.46,2,2888.235294117647
3488,Begur Road,1500.0,2.0,55.0,3,3666.6666666666665
3489,Mahalakshmi Layout,1575.0,5.0,158.0,4,10031.746031746032
3491,Uttarahalli,1175.0,2.0,47.0,2,4000.0
3492,Channasandra,1030.0,2.0,34.5,2,3349.5145631067962
3493,Hebbal,1440.0,2.0,115.0,2,7986.111111111111
3494,Hoodi,1500.0,2.0,84.0,2,5600.0
3495,Thanisandra,1380.0,1.0,62.1,1,4500.0
3496,other,1200.0,2.0,50.0,2,4166.666666666667
3497,other,705.0,1.0,36.5,1,5177.304964539007
3498,Harlur,2240.0,5.0,155.0,3,6919.642857142857
3499,Hegde Nagar,1584.01,3.0,103.0,3,6502.484201488627
3500,other,1340.0,3.0,77.0,3,5746.268656716418
3501,other,1800.0,3.0,70.0,3,3888.8888888888887
3502,R.T. Nagar,1200.0,2.0,45.0,2,3750.0
3503,Sarjapur  Road,685.0,1.0,40.0,1,5839.41605839416
3504,other,925.0,2.0,42.0,2,4540.540540540541
3505,other,1230.0,2.0,57.0,2,4634.1463414634145
3507,Kodichikkanahalli,1125.0,2.0,52.0,2,4622.222222222223
3508,Hebbal,1100.0,2.0,54.0,2,4909.090909090909
3509,Jigani,2400.0,3.0,149.0,3,6208.333333333333
3510,Electronic City Phase II,1400.0,2.0,41.58,3,2970.0
3512,Jakkur,1858.0,3.0,98.3,3,5290.635091496232
3513,other,1260.0,1.0,41.0,1,3253.968253968254
3514,Ambedkar Nagar,3530.0,4.0,290.0,4,8215.297450424929
3515,HSR Layout,1185.0,2.0,60.0,2,5063.291139240507
3517,Hennur,1255.0,2.0,58.0,2,4621.5139442231075
3518,Rajaji Nagar,3436.0,6.0,475.0,4,13824.214202561117
3519,Kudlu Gate,1335.0,3.0,89.0,3,6666.666666666667
3520,Dodda Nekkundi,1999.0,3.0,132.0,3,6603.301650825412
3521,other,1200.0,2.0,125.0,2,10416.666666666666
3522,Kundalahalli,1397.0,3.0,110.0,3,7874.0157480314965
3524,Cooke Town,3950.0,4.0,450.0,4,11392.405063291139
3528,other,1270.0,2.0,175.0,4,13779.527559055117
3529,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,3381.578947368421
3530,Kanakpura Road,525.0,1.0,30.0,1,5714.285714285715
3533,Balagere,1205.47,2.0,81.0,2,6719.370867794304
3534,other,1200.0,3.0,130.0,3,10833.333333333334
3535,Electronic City,1700.0,3.0,75.0,3,4411.764705882353
3537,Kanakpura Road,1090.0,2.0,54.54,2,5003.6697247706425
3538,Yeshwanthpur,3600.0,5.0,220.0,4,6111.111111111111
3540,Thanisandra,923.0,1.0,60.84,1,6591.549295774648
3541,other,3595.0,6.0,360.0,4,10013.908205841446
3543,Whitefield,1495.0,2.0,79.5,2,5317.725752508361
3547,Electronic City,1400.0,2.0,48.0,3,3428.5714285714284
3548,Indira Nagar,500.0,1.0,70.0,1,14000.0
3550,Whitefield,3250.0,5.0,290.0,5,8923.076923076924
3551,Whitefield,1216.0,2.0,66.48,2,5467.105263157895
3553,Thanisandra,1743.0,3.0,93.25,3,5349.971313826735
3554,Yelahanka,1274.0,2.0,48.42,2,3800.6279434850862
3557,other,3100.0,5.0,385.0,4,12419.354838709678
3558,Cox Town,1650.0,3.0,100.0,3,6060.606060606061
3559,Doddathoguru,1875.0,3.0,55.0,3,2933.3333333333335
3562,other,1200.0,4.0,150.0,4,12500.0
3563,Sarjapura - Attibele Road,2400.0,3.0,85.0,3,3541.6666666666665
3564,Hormavu,1141.0,2.0,44.4,2,3891.3234005258546
3565,Anandapura,1151.0,2.0,43.1,2,3744.5699391833186
3567,Sarjapur  Road,915.0,2.0,38.0,2,4153.005464480874
3568,other,3259.0,3.0,270.0,3,8284.749923289353
3569,Bannerghatta Road,1115.0,2.0,65.12,2,5840.358744394619
3570,Thigalarapalya,2072.0,4.0,139.0,3,6708.494208494209
3571,Kaggadasapura,1200.0,2.0,53.0,2,4416.666666666667
3573,Bellandur,1457.0,2.0,85.0,2,5833.905284831846
3576,Ananth Nagar,900.0,2.0,22.5,2,2500.0
3577,Attibele,420.0,1.0,17.0,1,4047.6190476190477
3578,Kanakapura,1160.0,2.0,46.39,2,3999.137931034483
